Survey Item Category,Survey Item,Response
General,What areas of the MYEC need to be (can be) enhanced or  improved?,more outreach about offered activities and a refresher on what folks can do there and use the facility for
General,What areas of the MYEC need to be (can be) enhanced or  improved?,All... I want to visit and enjoy a facility that’s not old
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Days they are open as well as letting the community know about up coming special events.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Advertisement is the key. More advertisement is needed for the company.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Advertisement  on tv along with papers and having special guest occasions like kids book fairs and outside miniature carnival train rides in parking lots.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I think entertainment can be out of budget for many families' in the area, perhaps rates being additionally lowered for those that are in need."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The skating floor needs to be replaced
General,What areas of the MYEC need to be (can be) enhanced or  improved?,No comments for any needed improvements
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Better staffing, more consistent hours, outreach and coordination with rec centers"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,A working movie theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The movie theater should be enlarged and provide more of a variety of recent movies. Also the rental fee for the facility for community civic organizations should be re-evaluated to be more affordable.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More youth Activities after school activities. Flyers for special events held at the center. Youth teen Dances and skate nights. Summer time activities and workshops. More for kids and teens and families to get active or get out the house. I love the MYEC Thank you Don't take it away Please!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I have been there three times for employee recognition events and did not have to pay out of pocket; hence I am unable to answer a lot of these survey questions.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Movie theatre operable and updated arcade games
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Don’t go enough to make an informed comment.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I have not been there in two years, so I can't answer this questions.  There is a need for Marketing."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,WE LOVE MYEC
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More ways of engaging community I see more and more white people there and I feel the more gentrification that happens the more the millennium will be pushed out or taken over. Maybe operate on a sliding scale so people with money are paying more and helping those with less be able to have gatherings there at a lower cost?
General,What areas of the MYEC need to be (can be) enhanced or  improved?,UPGRADE THE ACTIVIITES
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Management, operations, amenities, technology,  budget."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Youth groups for friendships, therapy, support"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,more updated games in game area or hoop games
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Advertisement
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Security
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The arcade area usually has multiple games that do not work. The games only give 1-3 tickets. Most games cost 3 or 4 tokens which is not affordable. Never enough tickets to buy anything from the prize area. The skate ring closes every  2 hours why is this needed? There is nothing for beginner skaters to hold onto when trying to learn to skate safely.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Newer games, and like, game systems? Instead of arcade games? Like, have some game systems they can use?"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better food
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I am not sure. I have not been for quite a few years.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better arcade games. Updated. More adult monitoring. More community based activities. Spring break fun
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Larger space needed to provide large events.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"For the most part I think it's a great addition to the community, I just don't use it that much. I like the Staple convention, and occasionally going to the arcade. I only assume it provides valuable activities for the youth in the neighborhood."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,FIX it up suitable TO ACCOMODATE LOW INCOME. YOUTHS BECAUSE THE CITY RUNS IT AND GEY MONEY FROM TAX PAYERS. YOU know the area income.   Low income AREA  Make it an asset for low income YOUTHS.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"See my above comments.  Good luck with the endeavor. Though I don't have kids and never will, I'm happy my tax dollars are. going to something valuable like this.   Kids need something to do, especially at that really vulnerable early teen years.  13-15.  Based on my experiences as a kid with a girlfriend whose other a d stepfather were never home, and didn't give a crap about her anyway."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I haven't been to the MYEC in over 3 years but I feel based on my last visit that the quality of entertainment needs to increase into something that's more stimulating visually and host more teen oriented events possibly scheduled weekly or monthly. Overall, I feel MYEC needs a remodel geared toward this generation. The center seems to have the same energy when I went  there for teen dances during my middle school years in the 2000's when it first opened. I still believe the purpose of the center is highly relevant but the packaging needs some re-wrapping. I'm a teen activity specialist at Gus Garcia and my focus is to make sure our teens are occupied with positive activities and MYEC is somewhere I would what to have them attend soon."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Allow survey takers to opt out after stating in the first question that they haven't participated in activities at your facility.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Update the entertainment areas, bring back birthday parties and other events and movies.  Upgrade roller rink and bowling g if needed.  We need the keep the millennium going.  It’s very necessary!"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The movie theatre, especially video/audio, needs to be upgraded."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I think it’s a great facility. But would it be “Good enough” for the North Side? There hasn’t been any or many improvements in years.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Their marketing!  I have never hear of the place.  That’s why I ignored an earlier survey!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Food
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The games are old and broken (not my values anyway). There is a lot of wasted space there. The skating ring is getting worn down but I love going to skate with my kids!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The up keep and maintenance on all equipment mainly arcade machines.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"It seems under used whenever I visit. Doesn't seem to attract many youth. Maybe ask young people what they would like. Maybe tutoring, music workshops/studio, talent shows, dances, free food, etc."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"all areas - needs to be updated in programming that will benefit the community by providing exciting, educational and creative artistic events and opportunities. needs new leadership on all levels - outdated vision"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I do not know what all is available. I went 2 years ago for a staged reading. I thought the space was nice and it seemed the kids had things to choose from to do. I did not look around a lot.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More hours of operation
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Sounds like a great community service and facility.  I don't personally know much about it.  However, if it is meeting its goals, then would very much support creating other centers in poor areas of Austin."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Office hours  Community involvement
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More lighted fields
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Remove all the video games, add windows, food needs to be cheaper and taste better."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The Theater needs to be given funds to become operational  The Arcade can have ""more"" current games, which I've been told the COA does not support the Mission you've mentioned above i.e., ""state of the art equipment...  The skate zone, where I have had events carpet and floor could be upgraded, again I'm told lack of funding from COA."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I have been told that many of the games are not working because the vendor and or operators of the machine companies are not responsive to the need and calls for repairs and upkeep
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Party
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I would recommend that MYEC should consult with teachers, students, and counsellors to find out the kind of activities young people want.  The MYEC is doing a good job now, but they can always do more to keep up with the best entertainment and educational games or the various age groups."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More and better video games
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Upgrade restrooms.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The MYEC has limited hours of access (i.e., not available during all hours youth would like to have access). There is little to no marketing for youth events/activities at the MYEC for/to those who live in the community. Having a BOGO (buy one, get one FREE on tickets) or FREE Day (limit/cap of per person cost/expense) from time to time or at least once a month would help financially challenged families to participate and have an outing to plan and look forward to - like the FREE museum days offered. Need to upgrade the movie theater on a regular basis to keep up with technology. Affordable is relevant - it depends on your income. With that said, who is your target audience and what is their income status?"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Hours of operation and more community outreach
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Continue to be a safe and welcoming place for the children of the community and for those children that no longer live in the community but still go to MYEC also.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Have more educational and affordable events for the community.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Need to get more visits by promoting MYEC better at events in schools, churches, Carver museum, and/or organize promotional events on MLK day, Juneteenth, etc."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,all area of the facility.  note not improvement since 1999 when it opened.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Building is not the problem, some event managers & staff need improvement"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I wish there was a more cost effective way to participate with other non-profits. Specifically, I work for the East Communities YMCA and have wanted to use MYEC for events but as a non-profit , the pricing has been prohibitive."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Management, new ideas and resources to make it a center or hub of activities throughout the year for the east Austin community primarily and three community as a whole."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Please bring back the movies. The is such a nice place to escape to with the kids for movie time.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Activities/Engagement opportunities with the community.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Meet the objective based on City contributions so the community doesn't have to carry so much.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Quality of food, attitude of staff and clear no tolerance policy"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Facility activities and staff. Marketing
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Upon calling for hours, I was asked ""who are you?""  I let them know I was a community member.  I am not sure why that should matter.  I was also given conflicting hours to the food area and what time it would be open by 2 different staff.  The person on the phone did not know the hours.  Weird and confusing for a consumer."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Maybe upgrade the some of the games in the arcade
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Theatre
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Arcade area
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I'm not sure, because all I participated in and observed were outstanding."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Activities;
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"My family has not watched a movie here yet, if the movie theater remains open maybe consider using it as a dollar theater if too costly for upgrades to keep up with new releases.  Or convert to an indoor rec spot with volleyball/basketball courts."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Bowling alley need to be upgraded to the standard of other bowling alleys in the city
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More advertisement and additional staff.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Summer youth programs, programs for older adults, opportunities for clubs and orgs to utilize the space at a reasonable cost - thank you!"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I do not know.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,None that I can think of
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I feel as though the quality of the Theatre sound system and the game selection to include more modern games can be improved.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Arcade games need to be updated and repaired, and bowling lanes need to be cleaned and upgraded scoring equipment."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Enthusiastic about having the kids there.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Movies
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Expenses for the general public could be more reasonable!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Everything was great for me, no improvement I can think of."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Arcade, movie theater"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Advertising , especially movies."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Create more seasonal events and put signs up, invite those that aren't on social media. Patio or a combo of play/patio outside space would be great! Food truck, beer/wine on weekends (or special events). Market and advertise in area businesses, flyers, neighborhood associations, etc."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"My daughter would like to see a practice area in the arcade.  Ensure virtual reality games work correctly.  Improve customer service so that staff are more available and engaging of customers.  It might be good to have more events that are advertised more broadly to neighbors to folks into the MYEC (like open-houses targeting neighborhood groups) so they can see what it's about and aI think if more people understood what the MYEC is and give it a try.  I think these people would come back and provide more local business/traffic to support the MYEC.  We would love for the movie theatre to be back so we could watch movies there.  There is no reason the MYEC couldn't be a go-to entertainment spot in this area but I think a lot of people don't know it's there, don't know what it is, or don't think understand it's for everybody."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Schedule for activities The Staff; Prices and charges for activities and food.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"More communication. In fact, I'll go right now to Facebook to see if you have a page that I can follow."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Prices are a little steep for Steep for East Austin. Movies need to be shown regularly. Perhaps host youth groups. Have events that attract people, not over the top but something to bring people of varying age in. Similar to Santa's village. The staff is so very friendly and wants to help but very unorganized. MYEC is an asset to the neighborhood. Let’s make it a place where children can and want to hang out"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Offer movies, and open on Sundays. Better food would be nice. Some healthier local/organic AND affordable offerings would be appreciated."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,See comments above.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,See above
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Increase hours and operation of theater.  Better operation of arcade games
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Improvement in the movie theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The price for children activities.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Outreach to groups.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Get the movies bank
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Rental facility fees should be affordable to improve the use of MYEC for community organizations
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Need better games in arcade. Due to gentrification seems as though children are at a minimal in East Austin. Need to hold special events and maybe concerts to lure kids all around to center.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Update bowling and movie theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Updated equipment. Most of the arcade games are outdated and broke, movie theater needs a complete overhaul. The entire building needs upgrading."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Technology and marketing
General,What areas of the MYEC need to be (can be) enhanced or  improved?,It just needs a upgrade in appearance but the people make me and family come back every time.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,There are lots of adults (like me!) living in the vicinity of the MYEC. Perhaps the program could be modified to support our interests as well? How about an Alamo Drafthouse Cinema MYEC (w/o the food and booze)?
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I am pleased with FACILITY,  STAFF, SERVICES and ON-SITE PARKING. Please DO NOT SELL OR CLOSE MYEC. IT IS VERY MUCH NEEDED IN ITS PRESENT LOCATION & SERVICES. However, more advertisement is recommended especially in Church Bulletins, all Educational Agencies Colleges  Universities, private & public Schools, etc."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better screen at movie theatre.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Just the proximity of the arcade games to the meeting rooms could be improved.  The games are loud and distract from what’s going on in the meeting rooms.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Meeting rooms Where events are held the carpet is grotesque and the arcade needs a makeover and update
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Movie theatre needs to be fixed and running for the community please! Free WiFi and mindfulness classes would be an inexpensive addition to what they have to offer already.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better Video games   PS4 gaming   Sports TV's in the dining area for parents  Football watch parties such as the superbowl  More up to date movies and better adverting for the movies
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Food services more often available
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The facilities could use an upgrade. Like the bathrooms. Maybe some new games in the arcade.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I didn’t event know that the facility could be rented for events. You all have got to get better marketing.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Why can’t we have facilities like this for adults????
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The movies
General,What areas of the MYEC need to be (can be) enhanced or  improved?,modernize movie theater
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I am sorry to be so uninformed. I work with youth serving non-profits and rarely hear anything about the MYEC.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Install panels with historical context on the MYEC site and the community's effort to provide entertainment outlets for youth in East Austin
General,What areas of the MYEC need to be (can be) enhanced or  improved?,If I ever went to MYEC I don’t remember the reason or the event.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I attended a surprise birthday party that was held in one of the rooms in MYEC. I was born in Austin but I haven’t lived there in over 40 years. I think that this facility is ideal for the community to keep the youth entertained.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Don’t know! I’ve never been there
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Everyplace in Austin gets an upgrade and maintenance. So should this place.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Management and handling of Special Events, even during the holiday season. Better communication."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Longer open hours and targeted marketing to East Austin (and other centralish areas) residents would likely increase participation.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,A few years ago I tried to get info on how to reserve the auditorium - never got the info so I moved on
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Remember the community that it was created to serve.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The facility needs updating and up to all codes!  Additional funding to keep doors open with regular consistent hours for all to use.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Open the doors for organizations that are in alignment with the mission of MYEC and serve the youth to utilize facility to maximize reach and facility patronage.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Probably needs better marketing
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Bring the loudness down a notch.  I'm not a fan of music vids in my face either
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I think it would be good to have more community events, like youth bands or art shows, or farmer's markets."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Needs a study hall and library
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The rental aspect rates, aesthetics, and sound"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"the movies you all show, the arcade could have nicer games, the staff during the arcade could be quicker there is a huge delay when turning in tickets for prizes"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More promotional ads and open events for community and surrounding  areas.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,advertise
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The MYEC was created because of a violent death of a young person from the pre-gentrified community. Because of this and many other reasons, this center needs to be protected and enhanced. The African American society of Austin does not have a meeting place to socialized except Givens park. This is unacceptable. There should be more activities (concerts, comedy shows, dances, spelling Bee’s, social tournaments, etc. held here. They should be affordable to host and attend. Upgrade and support this gem."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,i dont know
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I never heard of your organization and not sure how I received a survey.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Ques. #2. Didn't have an appropriate response for me.  I have attended many times over the years, had my daughter's B/D party there and have attended many other events at the venue from concerts to Celebrations of Life.  The movie theater showings are not well advertised and times aren't convenient, as I recall."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,No idea
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Sustainability! No styrofoam. There need to be readily available recycling bins. Cut down on the waste. This is a city-owned facility and it makes Austin look like a 1960s era joke.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I don't know anything about the MYEC, but I would suggest if someone answers ""never"" to questions 1 and 2, you end the survey at that point,  because any other information they provide will probably be useless."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"clean it and fix the games, maybe upgrade too."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,There needs to be more than one bus that goes near MYEC.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"We have had two employee celebrations at the Millennium  and they were overall wonderful. We did have some challenges with ticketing for tokens as the tickets were distributed to guests as they came in, but not everyone exchanged for tokens and that left us in the awkward position of having unclaimed tokens sitting at a table, taunting the children, but no tickets to hand out. We were required to buy more tokens to solve the problem. It felt like we needed to buy twice and that was a challenge for us to justify."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better activities director. Improve facilities.  Screen movies. Arts and crafts. How to ride a bike. Resume writing.  Dances for kids.  Silent disco.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Arcade
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Get the movie theater operating again.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Group discounts
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I don't know.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Look at the demographics of who typically utilize the facility in all categories; look at the repeat customer profile. Do the live in East Austin? Are they low income? Do they even collect this info? I’m concerned about low income, single headed households with three or more children on subsidized lunch and child care... this should be the mission focused population for the MYEC. Go back and read the story of the youth tragedy that inspired the creation of the facility. City should find and operate the facility in public-private partnership with UT, HTU, and the High-Tech industry."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,They need to have more community engagement
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The facility could use a little facelift. It is certaintly outdates, but we love having it in the neighborhood. I would love to see better community programming and maybe some education-based workshops for different age groups. I have a four-year old and she loves bowling and the games, but I would love to do more there. I want to make sure all ages feel welcomed (K-12)."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Since I have not visit the MYEC and it far from my resident and I have no youth in my presence I would not know what to tell you about improving the MYEC.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The arcade games are very old and out of order.  The facility needs a makeover.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More information to the public
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"> The music system needs to be updated and improve the acoustics in the Skating rink.  > The games/arcade area should not have so many ""killing by guns"" fighting games."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Uncertain at this time.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"More marketing efforts and supporting budgest and or marketing positions. Employ youth to do marketing, social media, and assist with program planning, collaborate with existing events and festivals through cultural arts grant funding opportunities. Have more events in the parking lot. Get more money to support building and infrastructure maintenance and refreshing. Build a relationship with existing food vendors and food truck festivals."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The arcade and theatre
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I have 2 sons and I teach in East Austin, but we’ve never been to the Millenium. Perhaps better outreach to all schools would be a good idea."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,An increase in awareness within the community
General,What areas of the MYEC need to be (can be) enhanced or  improved?,it's great! It would be great if the city would support it!!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The staff has always done a beautiful job in the various decorations for the different events my organization has had or that I have attended.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Visited about 3 times in the last 3 years.  The food is good.  the majority of the video games are never working and the area looks abandoned.  I don't live in the area but I also do not go out of my way to go there either. Compared to other kid friendly establishments in Austin.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Some times you must spend $ to promote center activities etc. Local weekly paper,  radio.  I  drive by Center approximately once a week & rearly see more than 6 cars in the parking lot"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"PUBLIC AWARENESS! It looks like the website and Facebook pages haven't been updated since 2018. I don't see any newsletters with a list of programs and events, that would help get the word out.l"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I’ve never been, so I’m unable to provide this feedback."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,More community wide activities for youth
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Better marketing so more people will know about the location.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Excellent programming and service to the community. It would be great if the broader community was aware of the MYEC’a offerings.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The City of Austin needs to invest in this space that is critical to the youth and families of our city. It is one of the spaces that still exists within the eastside for those us of us who are still here that we can have outings for the entire family.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I pass by the facility on my way home and there seems to be little activity on the grounds.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"I don't know. I don't use the MYEC. I went once, years ago, to see a movie. I'm over 65. It's not my kind of place."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Leasing fees should be reconsidered, maybe a cost analysis of other venues in the area be considered. It is the only place that I am aware of that charges for their Green Room. Thank you."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,This facility should be ran like any other PARD facility! The contract is not beneficial for the community!
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Invite food trucks on the grounds, the food is unhealthy and needs more of a pull, coffee shop, Beer license resturant"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Upgrades to the theater, Arcades, food and bowling to be able to compete with places that have similar offerings"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Provide mentally enriching activities that involve academics; job counseling and college goals
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Arcade games could be updated and operational for events.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,I think the quality of food should be improved. The food served currently is very unhealthy.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,It does feel like the place needs a refresh. The style and paint are all old and fading. It seems a bit dirty. Plus I feel like many people don't know about MYEC and what it offers. Maybe more marketing? A partnership with the local events to have a booth promoting their programs?
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The food selection could use some improvement and the bowling ally could use upgrading.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Good as far as I can see.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The theater needs to be upgraded
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Flyers (paper and digital; once a semester) to nearby schools to remind or inform students and parents of the regular MYEC activities plus special flyers for upcoming events (as needed).  Flyer should also include contact info on scheduling B-day parties and other special family events.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Safety and friendliness
General,What areas of the MYEC need to be (can be) enhanced or  improved?,All
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Pricing and time availability
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Train employees to behave professionally and treat guests well. Train employees to have answers to questions and to say please and thank you. Train employees to acknowledge customers and to speak in full sentences and say thank you and be helpful.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Needs new carpet in the skate zone area, New movies and a working theater,New carpet in the arcade area, Newer up to date arcade games for teenagers"
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"The arcade area needs to be updated and several games repaired. But other than that we really love it as a community resource, use it frequently and recommend it to others."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,Close off the open conference area so that you are not disturbed by the other activities
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The seating in the movie theater needs to be more enhanced along with the conference room next to the theater.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The food that is prepared in the deep fryer tastes bad as if the oil is old and rancid. The arcade games could use some maintenance
General,What areas of the MYEC need to be (can be) enhanced or  improved?,"Skating ring can be updated. Food is mediocre. Highly enjoy Adult night,  could last longer or more than once a month."
General,What areas of the MYEC need to be (can be) enhanced or  improved?,The arecade area needs major improvements. Bring the center up to date. Offer state of the art events for the inner city youth. Compared to Dave and Busters or main events there's so much potential to offer more to the community.
General,What areas of the MYEC need to be (can be) enhanced or  improved?,New carpet and updated outside maintain exterior .
General,What areas of the MYEC need to be (can be) enhanced or  improved?,MYEC should advertise and promote its services more broadly. I know it exists but that’s about it. That means I don’t think about it when I’m looking for an activity.
